6d88d034-c542-4599-9b6a-797b046736f0,7526.5,59.0,-5972.5
6d88d034-c542-4599-9b6a-797b046736f0,4885.5,62.0,1784.5
6d88d034-c542-4599-9b6a-797b046736f0,-9119.5,57.0,5587.5
f2675eef-2b52-4643-bb41-6587812e8dc0,-424.5,85.0,-3641.5
f2675eef-2b52-4643-bb41-6587812e8dc0,3746.5,68.0,-556.5
f2675eef-2b52-4643-bb41-6587812e8dc0,-932.5,136.0,-2132.5
c41f97b1-52f1-4e83-bcec-b701dda71b84,4379.5,-60.0,1449.5
c41f97b1-52f1-4e83-bcec-b701dda71b84,-3504.5,-60.0,2836.5
c41f97b1-52f1-4e83-bcec-b701dda71b84,3257.5,-60.0,3220.5
1e4e6dce-72ac-4aea-aec7-d7d82c525f3e,-699.5,-60.0,1667.5
1e4e6dce-72ac-4aea-aec7-d7d82c525f3e,4446.5,-60.0,-1262.5
1e4e6dce-72ac-4aea-aec7-d7d82c525f3e,4307.5,-60.0,1995.5
3bffe21a-e0a8-4720-811e-bae7c5cca3de,0.5,86.0,0.5
3bffe21a-e0a8-4720-811e-bae7c5cca3de,0.5,86.0,0.5
3bffe21a-e0a8-4720-811e-bae7c5cca3de,0.5,86.0,0.5
ab20e57f-12f7-448b-a3fb-f8618baabf09,-4014.5,-60.0,-2821.5
ab20e57f-12f7-448b-a3fb-f8618baabf09,3789.5,-60.0,2971.5
ab20e57f-12f7-448b-a3fb-f8618baabf09,-2071.5,-60.0,1835.5
1a2c74c8-90f1-4d18-9cf4-163e0507ef9a,4562.5,64.0,1985.5
1a2c74c8-90f1-4d18-9cf4-163e0507ef9a,4747.5,82.0,-4999.5
1a2c74c8-90f1-4d18-9cf4-163e0507ef9a,-1914.5,63.0,-4025.5
a693e8a3-eb53-4158-84ce-2b9d5f8cf499,-2043.5,40.0,-3786.5
a693e8a3-eb53-4158-84ce-2b9d5f8cf499,-2835.5,36.0,-800.5
a693e8a3-eb53-4158-84ce-2b9d5f8cf499,2265.5,58.0,-1358.5
8aba57ab-1711-4b30-8bc5-f35807b52826,-3984.5,108.0,-2243.5
8aba57ab-1711-4b30-8bc5-f35807b52826,4750.5,69.0,-3423.5
8aba57ab-1711-4b30-8bc5-f35807b52826,-1476.5,102.0,-2951.5
